model,split,accuracy,f1_macro,best_epoch,best_val_f1
Balanced CNN,val,0.5578125,0.5423430676672587,59,0.5423430676672587
Balanced CNN,test,0.56,0.5398717351821835,59,0.5423430676672587
Balanced CNN + Mixup,val,0.54453125,0.5239490530681219,56,0.5239490530681219
Balanced CNN + Mixup,test,0.56625,0.5394636735235874,56,0.5239490530681219
