model,epoch,train_loss,train_acc,val_loss,val_acc,val_f1
Balanced CNN,1,1.9841089606727733,0.22317764315028338,1.8603875875473022,0.334375,0.2818060033106918
Balanced CNN,2,1.8806521216243977,0.3113152237639242,1.8352573364973068,0.3484375,0.27704501668328996
Balanced CNN,3,1.8397477088506646,0.33359390267735,1.7598465621471404,0.37109375,0.3118920562173652
Balanced CNN,4,1.7980457952951159,0.3658393589994137,1.7054618090391158,0.43203125,0.38033608429460886
Balanced CNN,5,1.775219500589026,0.3734610123119015,1.7452753394842149,0.39296875,0.3331295550810331
Balanced CNN,6,1.7578169353683408,0.3890951729529021,1.6642015665769576,0.44609375,0.40147003549324295
Balanced CNN,7,1.7412943579802551,0.38753175688880204,1.6980503350496292,0.43359375,0.3986440914790973
Balanced CNN,8,1.7300906522399353,0.4100058628102404,1.6514694303274156,0.43828125,0.39290234762204346
Balanced CNN,9,1.7080783508987383,0.41782294313074064,1.621957865357399,0.478125,0.4425114850010188
Balanced CNN,10,1.7114939182233782,0.4223177643150283,1.618702906370163,0.47890625,0.44920775724990003
Balanced CNN,11,1.684492600367175,0.4369747899159664,1.618252170085907,0.46640625,0.43454137816171967
Balanced CNN,12,1.684667423224808,0.43404338479577875,1.5932889252901077,0.47734375,0.44552843810221543
Balanced CNN,13,1.6857201269834516,0.43502051983584133,1.6359106719493866,0.459375,0.4232508425071744
Balanced CNN,14,1.6635370026208796,0.44537815126050423,1.6290143996477127,0.48125,0.4568684560682406
Balanced CNN,15,1.6623338202328708,0.4506546804768419,1.5867155969142914,0.496875,0.47689741379557377
Balanced CNN,16,1.6606064937253098,0.4475278483486418,1.6263621479272843,0.48515625,0.4594869836706563
Balanced CNN,17,1.6540782383370265,0.45221809654094197,1.6085884898900986,0.48515625,0.45974035371545363
Balanced CNN,18,1.6462613933832355,0.4584717607973422,1.6234313189983367,0.48671875,0.45780449151770075
Balanced CNN,19,1.6494653871195937,0.453390658589017,1.5829408884048461,0.4953125,0.4716041736488803
Balanced CNN,20,1.6341257788414179,0.46179401993355484,1.6360621392726897,0.484375,0.46161048804472204
Balanced CNN,21,1.634315173095247,0.4645299980457299,1.5773541331291199,0.49921875,0.4725408963050595
Balanced CNN,22,1.6278505334403102,0.466484268125855,1.5595075637102127,0.51171875,0.48889346477183404
Balanced CNN,23,1.6250960265888887,0.4725425053742427,1.5691347509622573,0.51484375,0.4931187478989702
Balanced CNN,24,1.604482331219096,0.4850498338870432,1.540617161989212,0.51875,0.5053261709794092
Balanced CNN,25,1.6058567247051547,0.4825092827828806,1.5826376676559448,0.4828125,0.4542197604989954
Balanced CNN,26,1.5994858320089715,0.4877858119992183,1.5502850115299225,0.51328125,0.48873456568531226
Balanced CNN,27,1.5925759446092105,0.48231385577486807,1.5354275315999986,0.52421875,0.4989826485758365
Balanced CNN,28,1.5812129083032926,0.5010748485440688,1.5471456199884415,0.5265625,0.5061770373579795
Balanced CNN,29,1.5770560120240957,0.49247606019151846,1.6608961939811706,0.48046875,0.4481528053740755
Balanced CNN,30,1.5777412239219706,0.4954074653117061,1.5429223984479905,0.52890625,0.5071559958742873
Balanced CNN,31,1.5702844131777989,0.4956028923197186,1.5586455523967744,0.52734375,0.5073299692831956
Balanced CNN,32,1.56597266619807,0.4991205784639437,1.509372416138649,0.540625,0.5232324394230198
Balanced CNN,33,1.553305380810791,0.5043971076802815,1.58173967897892,0.521875,0.5009455822449773
Balanced CNN,34,1.5535530265896074,0.5090873558725816,1.5445347011089325,0.53359375,0.5126403023259383
Balanced CNN,35,1.5473212367369604,0.5090873558725816,1.560882928967476,0.521875,0.4983647128203381
Balanced CNN,36,1.557609827462085,0.5057650967363689,1.485245332121849,0.54609375,0.5283137931591588
Balanced CNN,37,1.5367045331471876,0.5155364471369943,1.5176430851221085,0.53671875,0.515676319346345
Balanced CNN,38,1.53849822134857,0.5145593120969318,1.5283726841211318,0.5234375,0.5009327449398489
Balanced CNN,39,1.5311576639368871,0.521985538401407,1.5464565992355346,0.52265625,0.5116353236642778
Balanced CNN,40,1.5345357722408586,0.5139730310728943,1.520342379808426,0.5359375,0.5119470967955054
Balanced CNN,41,1.5346059920337254,0.5182724252491694,1.507739183306694,0.53359375,0.5136210674860296
Balanced CNN,42,1.531852991198431,0.5245260895055697,1.5044913113117218,0.546875,0.5300656583287133
Balanced CNN,43,1.5090610532758757,0.5278483486417823,1.5064065009355545,0.54765625,0.530474434945646
Balanced CNN,44,1.5200994565474328,0.5303888997459449,1.5026422590017319,0.54140625,0.5251979872465247
Balanced CNN,45,1.5153154887001286,0.5333203048661325,1.5064623355865479,0.55078125,0.5299867789053582
Balanced CNN,46,1.5092117741211843,0.5298026187219074,1.508148553967476,0.5484375,0.5307037942813524
Balanced CNN,47,1.5081014204286192,0.5380105530584327,1.4879582077264786,0.54921875,0.5311233159304873
Balanced CNN,48,1.4956750476036498,0.5374242720343951,1.4911678344011308,0.55078125,0.5339257023191406
Balanced CNN,49,1.5009808424093631,0.5298026187219074,1.4960577964782715,0.5546875,0.5382259024690236
Balanced CNN,50,1.4998477890036268,0.5333203048661325,1.5032525956630707,0.55234375,0.5339001143487744
Balanced CNN,51,1.4983738861164124,0.5350791479382451,1.4823686480522156,0.55,0.5320050715740374
Balanced CNN,52,1.4962088394752115,0.5384014070744577,1.4892595708370209,0.5515625,0.534262820320647
Balanced CNN,53,1.4869406653820407,0.5387922610904827,1.4931755185127258,0.55546875,0.5388895041066871
Balanced CNN,54,1.483479512839758,0.5432870822747704,1.4822043538093568,0.5515625,0.5336341176890108
Balanced CNN,55,1.49158731591592,0.5385968340824702,1.4879794895648957,0.5515625,0.5343426676658045
Balanced CNN,56,1.4860281033839289,0.5417236662106704,1.4880724608898164,0.5578125,0.5406482472408163
Balanced CNN,57,1.4876258162658196,0.5470001954270081,1.4833469212055206,0.55703125,0.5403852874671647
Balanced CNN,58,1.496275599379779,0.5294117647058824,1.4815549701452255,0.55546875,0.538667127334332
Balanced CNN,59,1.4882305475424713,0.5376196990424077,1.488789215683937,0.5578125,0.5423430676672587
Balanced CNN,60,1.4897355855338295,0.5432870822747704,1.4836644142866136,0.5546875,0.5388469107291431
Balanced CNN + Mixup,1,2.0079015611041355,0.17998827437951925,1.9492685794830322,0.2546875,0.1769729782504118
Balanced CNN + Mixup,2,1.939326274784044,0.19699042407660738,1.852282765507698,0.3375,0.2623999152878939
Balanced CNN + Mixup,3,1.9199122095657835,0.2184873949579832,1.8843151837587357,0.3265625,0.270801526272164
Balanced CNN + Mixup,4,1.8869434522189314,0.24408833300762164,1.7746248930692672,0.38203125,0.3336900058108655
Balanced CNN + Mixup,5,1.8676848539226056,0.24721516513582176,1.7314099162817,0.39765625,0.33525951074946647
Balanced CNN + Mixup,6,1.8573959139331329,0.2452608950556967,1.718319684267044,0.39453125,0.3414802001963635
Balanced CNN + Mixup,7,1.8324490192231428,0.27848348641782295,1.7181317508220673,0.421875,0.39311219855871005
Balanced CNN + Mixup,8,1.8276945529609354,0.2591362126245847,1.7043624728918076,0.4265625,0.39492876933981425
Balanced CNN + Mixup,9,1.8249572218920491,0.2689075630252101,1.6639062941074372,0.425,0.38161925546312303
Balanced CNN + Mixup,10,1.8182362061775077,0.2761383623216729,1.6151404559612275,0.46875,0.43900393587405484
Balanced CNN + Mixup,11,1.8017624724952648,0.2859097127222982,1.6590678900480271,0.459375,0.43758336375441176
Balanced CNN + Mixup,12,1.7960119230196954,0.3009575923392613,1.616772586107254,0.47734375,0.45005820590957885
Balanced CNN + Mixup,13,1.8033256066924128,0.2638264608168849,1.682554453611374,0.43203125,0.399479840288175
Balanced CNN + Mixup,14,1.7757298256331924,0.2859097127222982,1.6813365459442138,0.425,0.3849307296465312
Balanced CNN + Mixup,15,1.7758627672877563,0.2825874535860856,1.6744738787412643,0.44140625,0.4063319024723554
Balanced CNN + Mixup,16,1.7939353716287245,0.2636310338088724,1.6082615286111832,0.47109375,0.44480674476016757
Balanced CNN + Mixup,17,1.7595390677335603,0.2859097127222982,1.7912339091300964,0.4234375,0.3918863340478897
Balanced CNN + Mixup,18,1.765491945472853,0.28415086965018566,1.7326967477798463,0.42890625,0.38979913317214143
Balanced CNN + Mixup,19,1.7720142803505246,0.28434629665819816,1.6237116783857346,0.46953125,0.4460791140824639
Balanced CNN + Mixup,20,1.7490370497471517,0.3220637092046121,1.5727933436632155,0.50859375,0.4840709230254539
Balanced CNN + Mixup,21,1.743193748245627,0.2905999609145984,1.6382057189941406,0.459375,0.42961096036904967
Balanced CNN + Mixup,22,1.7555239278636035,0.2866914207543482,1.6143598824739456,0.48125,0.44575009364431467
Balanced CNN + Mixup,23,1.7471024356877078,0.30427985147547393,1.5888397425413132,0.4953125,0.47432335688960225
Balanced CNN + Mixup,24,1.7424293898361978,0.3013484463552863,1.5859655022621155,0.49296875,0.4671499780408942
Balanced CNN + Mixup,25,1.7355752459768907,0.30037131131522377,1.563948428630829,0.49140625,0.46542335653281347
Balanced CNN + Mixup,26,1.7357626707730454,0.2814148915380105,1.5711106359958649,0.48828125,0.4576736409831933
Balanced CNN + Mixup,27,1.7386947067449725,0.30310728942739884,1.5623374581336975,0.50859375,0.48561047548644265
Balanced CNN + Mixup,28,1.7353267047189516,0.28434629665819816,1.5441072046756745,0.52578125,0.49794832563119257
Balanced CNN + Mixup,29,1.7243647296283775,0.3167871799882744,1.5609438508749007,0.51328125,0.487893771535239
Balanced CNN + Mixup,30,1.7386103315886423,0.33535274574946256,1.5666237831115724,0.49375,0.4649918425577653
Balanced CNN + Mixup,31,1.7213938203388204,0.3175688880203244,1.533216792345047,0.50390625,0.47673714351725066
Balanced CNN + Mixup,32,1.7065437714383078,0.3060386945475865,1.5520019769668578,0.50390625,0.47525843470231965
Balanced CNN + Mixup,33,1.6910561229746068,0.30838381864373654,1.5190768003463746,0.53203125,0.5136701724152317
Balanced CNN + Mixup,34,1.6991630400767055,0.30584326753957397,1.5272426366806031,0.52578125,0.5000526919782814
Balanced CNN + Mixup,35,1.7066162603777881,0.30525698651553645,1.520039400458336,0.51484375,0.49312790618819813
Balanced CNN + Mixup,36,1.6967581385440464,0.3199140121164745,1.5745780050754548,0.50546875,0.4885326252246081
Balanced CNN + Mixup,37,1.7173397493753813,0.30799296462771153,1.5235894113779067,0.51328125,0.49383119376234325
Balanced CNN + Mixup,38,1.681398094876893,0.32421340629274964,1.5180605351924896,0.51953125,0.4965402989635407
Balanced CNN + Mixup,39,1.6888932110579749,0.29978503029118625,1.5060672819614411,0.53359375,0.5169730497795515
Balanced CNN + Mixup,40,1.6835178425471857,0.3289036544850498,1.5069274067878724,0.52734375,0.5026239044214017
Balanced CNN + Mixup,41,1.7047686853608233,0.32597224936486224,1.5136772245168686,0.5171875,0.4968801130827966
Balanced CNN + Mixup,42,1.6849284521042893,0.33711158882157516,1.5162395715713501,0.525,0.5007729173994688
Balanced CNN + Mixup,43,1.6700917537589313,0.3038889974594489,1.4960943162441254,0.53515625,0.5139646001771703
Balanced CNN + Mixup,44,1.686006766454023,0.32108657416454955,1.5112479627132416,0.5234375,0.5020196527768848
Balanced CNN + Mixup,45,1.6776294160080254,0.31581004494821185,1.4937620967626573,0.534375,0.5137908266304536
