model,epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
Moderately Regularised CNN - SpecAugment,1,2.0663769611837997,0.16513582177056868,2.0982139110565186,0.125,0.027777777777777776,0.001
Moderately Regularised CNN - SpecAugment,2,1.9856369353281886,0.22532734023842094,2.139342021942139,0.12734375,0.04426407324835792,0.001
Moderately Regularised CNN - SpecAugment,3,1.9344555684451785,0.2714481141293727,2.11253342628479,0.20703125,0.11844096486430714,0.001
Moderately Regularised CNN - SpecAugment,4,1.9016860732348235,0.3033027164354114,2.0888301849365236,0.209375,0.13316968355189457,0.001
Moderately Regularised CNN - SpecAugment,5,1.8638046126079577,0.31854602306038693,1.8356465578079224,0.32890625,0.265692151558288,0.001
Moderately Regularised CNN - SpecAugment,6,1.8249308579317964,0.3429743990619504,1.7373199701309203,0.40234375,0.3487068931260738,0.001
Moderately Regularised CNN - SpecAugment,7,1.7999347736063427,0.3625170998632011,1.7368244409561158,0.39765625,0.3481012874170147,0.001
Moderately Regularised CNN - SpecAugment,8,1.7747769949840153,0.3801055305843268,1.7793484687805177,0.38125,0.35193605119768323,0.001
Moderately Regularised CNN - SpecAugment,9,1.7666316741328698,0.38284150869650185,1.6968295097351074,0.42109375,0.38483824530509214,0.001
Moderately Regularised CNN - SpecAugment,10,1.7542669649163285,0.3890951729529021,1.723709726333618,0.42421875,0.3818278561786866,0.001
Moderately Regularised CNN - SpecAugment,11,1.731925681067417,0.3924174320891147,1.66771399974823,0.44375,0.4109792542191324,0.001
Moderately Regularised CNN - SpecAugment,12,1.7231362739857086,0.4057064686339652,1.6470056772232056,0.45078125,0.41417069411865104,0.001
Moderately Regularised CNN - SpecAugment,13,1.7109994416314223,0.41801837013875315,1.6237559080123902,0.465625,0.42855437344142683,0.001
Moderately Regularised CNN - SpecAugment,14,1.7159112126468004,0.41782294313074064,1.6470136642456055,0.44375,0.407982133344492,0.001
Moderately Regularised CNN - SpecAugment,15,1.7077875831105267,0.4240766073871409,1.6631289720535278,0.440625,0.41833642478828087,0.001
Moderately Regularised CNN - SpecAugment,16,1.6954627797919044,0.43033027164354115,1.6555628776550293,0.46875,0.4433678977971235,0.001
Moderately Regularised CNN - SpecAugment,17,1.679670811910892,0.4428376001563416,1.6449891328811646,0.46015625,0.42309940131198176,0.001
Moderately Regularised CNN - SpecAugment,18,1.6770227246622753,0.43619308188391637,1.6642056941986083,0.4578125,0.4263653565050132,0.001
Moderately Regularised CNN - SpecAugment,19,1.67634393904669,0.4344342388118038,1.623386287689209,0.4828125,0.4537624506182842,0.001
Moderately Regularised CNN - SpecAugment,20,1.6697156404363287,0.44107875708422906,1.6068604707717895,0.46875,0.435892088581071,0.001
Moderately Regularised CNN - SpecAugment,21,1.6639247024946902,0.44068790306820405,1.6400333881378173,0.46953125,0.44007607715916064,0.001
Moderately Regularised CNN - SpecAugment,22,1.6608352813959262,0.44029704905217903,1.640002155303955,0.45625,0.42332396611972056,0.001
Moderately Regularised CNN - SpecAugment,23,1.6526627171568418,0.45163181551690446,1.6243064880371094,0.4828125,0.4557302062512612,0.001
Moderately Regularised CNN - SpecAugment,24,1.648119667579542,0.45495407465311705,1.5800065279006958,0.48984375,0.4729908282275421,0.001
Moderately Regularised CNN - SpecAugment,25,1.6443166750260623,0.45554035567715456,1.592464017868042,0.47109375,0.4507295352771453,0.001
Moderately Regularised CNN - SpecAugment,26,1.6385659675987665,0.4692202462380301,1.5868966579437256,0.4859375,0.4644100357064944,0.001
Moderately Regularised CNN - SpecAugment,27,1.6411482475454835,0.46531170607777994,1.5835522413253784,0.5046875,0.4730624892642764,0.001
Moderately Regularised CNN - SpecAugment,28,1.626456441650033,0.46765683017393006,1.5568588018417358,0.5046875,0.4871109279053256,0.001
Moderately Regularised CNN - SpecAugment,29,1.6224538774166066,0.47586476451045534,1.5453483819961549,0.5125,0.4847348464199546,0.001
Moderately Regularised CNN - SpecAugment,30,1.6319481879909545,0.4647254250537424,1.6209869861602784,0.4640625,0.43117320930855474,0.001
Moderately Regularised CNN - SpecAugment,31,1.6134388760381642,0.47332421340629277,1.5693977117538451,0.50703125,0.48410940706413264,0.001
Moderately Regularised CNN - SpecAugment,32,1.5999767044127768,0.4690248192300176,1.604732370376587,0.49921875,0.48357768494366604,0.001
