model,split,accuracy,f1_macro,best_epoch,best_val_f1,param_count,trainable_param_count,training_seconds,epochs_run
Multi-shape CNN,val,0.59609375,0.5913808752026749,119,0.5913808752026749,295784,295784,1183.8417726860002,167
Multi-shape CNN,test,0.594375,0.5886705019004672,119,0.5913808752026749,295784,295784,1183.8417726860002,167
