model,split,accuracy,f1_macro,best_epoch,best_val_f1,param_count,trainable_param_count,training_seconds,epochs_run
ResNet CNN,val,0.5546875,0.5472642011884079,111,0.5472642011884079,222840,222840,772.6657408450001,159
ResNet CNN,test,0.5625,0.5546049673908968,111,0.5472642011884079,222840,222840,772.6657408450001,159
