model,epoch,train_loss,train_acc,val_loss,val_acc,val_f1
ResNet CNN,1,1.8856220836398982,0.29509478209888607,1.7533408105373383,0.37421875,0.3431434045611603
ResNet CNN,2,1.7304371415765019,0.39280828610513974,1.6816128075122834,0.42734375,0.4060200016597504
ResNet CNN,3,1.6739433540225332,0.4207543482509283,1.6743915855884552,0.43984375,0.41579151005888637
ResNet CNN,4,1.6405392420904603,0.44498729724447916,1.6473576128482819,0.4296875,0.4003219827328937
ResNet CNN,5,1.5990631237192174,0.4686339652139926,1.6336813688278198,0.45390625,0.4339949438829511
ResNet CNN,6,1.5853669700246085,0.47156537033418017,1.5794090688228608,0.48828125,0.4745319839027159
ResNet CNN,7,1.5535199592326427,0.48915380105530587,1.6274734020233155,0.44140625,0.4133106455749972
ResNet CNN,8,1.535861084930408,0.4948211842876686,1.6180987715721131,0.43828125,0.4264019756687105
ResNet CNN,9,1.523604247960025,0.507328512800469,1.5625060021877288,0.49609375,0.4765245084655669
ResNet CNN,10,1.5117683318855475,0.5122141880007817,1.5457164227962494,0.50078125,0.4812310003915804
ResNet CNN,11,1.4853391530156392,0.520031268321282,1.5180520057678222,0.51484375,0.5110626514218629
ResNet CNN,12,1.4701249459210564,0.5264803595856947,1.6832497715950012,0.4578125,0.4111084834064923
ResNet CNN,13,1.4585166007064856,0.5370334180183701,1.4872871875762939,0.5375,0.5250190283282453
ResNet CNN,14,1.4425787318141894,0.5399648231385578,1.5505558967590332,0.5171875,0.5033176138373555
ResNet CNN,15,1.4288836013112935,0.5530584326753958,1.5459738433361054,0.49765625,0.4787334045680227
ResNet CNN,16,1.4093159819478656,0.5571623998436583,1.515978342294693,0.5125,0.5037755150415729
ResNet CNN,17,1.3948313405743469,0.5602892319718585,1.502215361595154,0.5390625,0.5252472096704953
ResNet CNN,18,1.3807079463539027,0.5733828415086965,1.5107335329055787,0.52890625,0.5122560330568533
ResNet CNN,19,1.3595238871608881,0.5819816298612468,1.50542693734169,0.5390625,0.527927725248078
ResNet CNN,20,1.3322465655066107,0.5935118233339848,1.5048772931098937,0.5375,0.523650852479111
ResNet CNN,21,1.3260165952438718,0.5972249364862224,1.4976916015148163,0.5328125,0.5205225143307761
ResNet CNN,22,1.2906903327617978,0.6081688489349228,1.5159926056861877,0.5296875,0.5228336491010624
ResNet CNN,23,1.2650601857803938,0.6257572796560484,1.4646983861923217,0.54765625,0.5347182907924717
ResNet CNN,24,1.2373665632017194,0.639437170216924,1.5093170821666717,0.534375,0.5252214516892106
ResNet CNN,25,1.2132300535449532,0.6406097322649991,1.5140560507774352,0.53671875,0.5304791332920681
ResNet CNN,26,1.1832585195463479,0.6591752980261872,1.5126356124877929,0.55390625,0.5471241114547989
ResNet CNN,27,1.1420547624386357,0.6763728747312878,1.5361437439918517,0.53046875,0.5222628672348175
ResNet CNN,28,1.1141278425510772,0.6941567324604261,1.5328140377998352,0.53125,0.5211988919146368
ResNet CNN,29,1.0607603846151707,0.7154582763337893,1.5423465549945832,0.5390625,0.523167382032365
ResNet CNN,30,1.028987620313442,0.7336329880789525,1.569126981496811,0.53203125,0.527272770581678
ResNet CNN,31,0.9785656547881859,0.759624780144616,1.6020111560821533,0.54296875,0.5410554376731178
ResNet CNN,32,0.9410622053158476,0.7850302911862419,1.639302659034729,0.51640625,0.518085432661187
ResNet CNN,33,0.8997371159006148,0.8045729919874927,1.6874904394149781,0.53046875,0.5313113749658578
ResNet CNN,34,0.8659488106696476,0.8303693570451436,1.6686779856681824,0.50859375,0.5051868517044711
ResNet CNN,35,0.8266818424861879,0.8460035176861442,1.7139203429222107,0.50859375,0.5066669694787915
ResNet CNN,36,0.7910930578751049,0.8696501856556577,1.6583356440067292,0.5171875,0.5190538309065749
ResNet CNN,37,0.7603385008846802,0.8907563025210085,1.6987108528614043,0.51328125,0.5171409041305799
ResNet CNN,38,0.7171940653264022,0.9089310142661716,1.7070085048675536,0.5140625,0.5162894625333121
