model,split,accuracy,f1_macro,best_epoch,best_val_f1,param_count,trainable_param_count,training_seconds,epochs_run
Multi-shape CNN - Mixup - Segment Averaging,val,0.65703125,0.6506685353230935,164,0.6506685353230935,295784,295784,5643.583193749999,212
Multi-shape CNN - Mixup - Segment Averaging,test,0.6475,0.6411946347338658,164,0.6506685353230935,295784,295784,5643.583193749999,212
