model,epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
Multi-shape CNN - Mixup - Segment Averaging,1,1.9403003964406427,0.20446550713308578,2.0611865401268004,0.21640625,0.17556716170478254,0.001
Multi-shape CNN - Mixup - Segment Averaging,2,1.8089846826890308,0.2713504006253664,1.7191680192947387,0.4203125,0.3991461953199152,0.001
Multi-shape CNN - Mixup - Segment Averaging,3,1.7601432559637904,0.30940981043580223,1.6777266621589662,0.453125,0.4212128030243436,0.001
Multi-shape CNN - Mixup - Segment Averaging,4,1.7778104411826507,0.3082372483877272,1.6686003088951111,0.47109375,0.46087265359052043,0.001
Multi-shape CNN - Mixup - Segment Averaging,5,1.718047569104184,0.26724643345710375,1.6653838515281678,0.47734375,0.45609159142564526,0.001
Multi-shape CNN - Mixup - Segment Averaging,6,1.7054471256957986,0.2918213797146766,1.5790240526199342,0.52890625,0.5109928085632142,0.001
Multi-shape CNN - Mixup - Segment Averaging,7,1.7206213205429592,0.2854700019542701,1.6276637315750122,0.50078125,0.4719899356916847,0.001
Multi-shape CNN - Mixup - Segment Averaging,8,1.6782445954885103,0.2664158686730506,1.5553457140922546,0.5296875,0.5139871540711722,0.001
Multi-shape CNN - Mixup - Segment Averaging,9,1.6806690898145669,0.2700801250732851,1.6247352480888366,0.484375,0.4731386651935779,0.001
Multi-shape CNN - Mixup - Segment Averaging,10,1.6870150537679083,0.28327144811412935,1.58210791349411,0.53203125,0.5088209170152204,0.001
Multi-shape CNN - Mixup - Segment Averaging,11,1.6363881439675292,0.3124389290599961,1.599643337726593,0.5140625,0.4985662833508184,0.001
Multi-shape CNN - Mixup - Segment Averaging,12,1.6503583572794736,0.3439026773500098,1.6130851745605468,0.4921875,0.47207610182919907,0.001
Multi-shape CNN - Mixup - Segment Averaging,13,1.663233711613746,0.3734610123119015,1.5748348832130432,0.528125,0.5057155208883533,0.001
Multi-shape CNN - Mixup - Segment Averaging,14,1.6161342373531684,0.37297244479187025,1.572267186641693,0.5265625,0.4964611498398161,0.001
Multi-shape CNN - Mixup - Segment Averaging,15,1.648138225579462,0.2822943130740668,1.4981588482856751,0.559375,0.5262026225699492,0.001
Multi-shape CNN - Mixup - Segment Averaging,16,1.6308327447582973,0.3391635724057065,1.5214381098747254,0.55703125,0.5392792660816508,0.001
Multi-shape CNN - Mixup - Segment Averaging,17,1.6491739825855738,0.3011041625952707,1.5386893630027771,0.5375,0.5214462302636617,0.001
Multi-shape CNN - Mixup - Segment Averaging,18,1.6405000311102464,0.39788938831346493,1.5250855326652526,0.5484375,0.5454758295823922,0.001
Multi-shape CNN - Mixup - Segment Averaging,19,1.6028682727331012,0.2757475083056478,1.5476402997970582,0.54140625,0.5255309524669015,0.001
Multi-shape CNN - Mixup - Segment Averaging,20,1.5916403601685376,0.35792456517490717,1.4853963732719422,0.56484375,0.5452612430037583,0.001
Multi-shape CNN - Mixup - Segment Averaging,21,1.626756598689907,0.3237736955247215,1.4742120146751403,0.58984375,0.5713974635361593,0.001
Multi-shape CNN - Mixup - Segment Averaging,22,1.6096340654090626,0.354406879030682,1.5908661842346192,0.50859375,0.49794140386661817,0.001
Multi-shape CNN - Mixup - Segment Averaging,23,1.5998393601683496,0.3221614227086183,1.5332582592964172,0.53671875,0.5100068460877804,0.001
Multi-shape CNN - Mixup - Segment Averaging,24,1.6112973467782299,0.29900332225913623,1.4508254170417785,0.5890625,0.5696560735529436,0.001
Multi-shape CNN - Mixup - Segment Averaging,25,1.572239332630552,0.3494723470783662,1.4585334181785583,0.59140625,0.5771822984719953,0.001
Multi-shape CNN - Mixup - Segment Averaging,26,1.597677385781411,0.36026968927105724,1.4793432116508485,0.565625,0.5337895154948996,0.001
Multi-shape CNN - Mixup - Segment Averaging,27,1.5492077483454323,0.3595856947430135,1.4831501245498657,0.57578125,0.5554989941617514,0.001
Multi-shape CNN - Mixup - Segment Averaging,28,1.5908532533791002,0.4125952706664061,1.4883264660835267,0.57265625,0.5545936741315858,0.001
Multi-shape CNN - Mixup - Segment Averaging,29,1.5919566755069288,0.329343365253078,1.455964994430542,0.59609375,0.569024567172578,0.001
Multi-shape CNN - Mixup - Segment Averaging,30,1.5793407582109134,0.3139046316200899,1.4684714436531068,0.571875,0.5519595069605892,0.001
Multi-shape CNN - Mixup - Segment Averaging,31,1.5419279966406554,0.36095368379910103,1.5287952542304992,0.53359375,0.5166047288846521,0.001
Multi-shape CNN - Mixup - Segment Averaging,32,1.525669954776857,0.38269493844049246,1.5038982152938842,0.57890625,0.5649328335518167,0.001
Multi-shape CNN - Mixup - Segment Averaging,33,1.528185114022785,0.3854797733046707,1.4554302453994752,0.58671875,0.5736314975209451,0.001
Multi-shape CNN - Mixup - Segment Averaging,34,1.5697858546985555,0.3494723470783662,1.4405528783798218,0.615625,0.6021451254963918,0.001
Multi-shape CNN - Mixup - Segment Averaging,35,1.555727015115657,0.33256791088528437,1.5742100358009339,0.51171875,0.4954610552416586,0.001
Multi-shape CNN - Mixup - Segment Averaging,36,1.5517285487976582,0.3945182724252492,1.4808576822280883,0.56796875,0.5530946344469518,0.001
Multi-shape CNN - Mixup - Segment Averaging,37,1.5824397489478026,0.3693570451436389,1.473686194419861,0.56171875,0.5328496507555316,0.001
Multi-shape CNN - Mixup - Segment Averaging,38,1.5754966093782383,0.4117647058823529,1.4364379286766051,0.61328125,0.5998352661990882,0.001
Multi-shape CNN - Mixup - Segment Averaging,39,1.5391223134765266,0.3690639046316201,1.4567583918571472,0.58515625,0.573234606408432,0.001
Multi-shape CNN - Mixup - Segment Averaging,40,1.5270864894107283,0.353234316982607,1.4392040133476258,0.603125,0.5894624264172659,0.001
Multi-shape CNN - Mixup - Segment Averaging,41,1.5322923517702425,0.3032050029314051,1.4374431490898132,0.6046875,0.5895743397568307,0.001
Multi-shape CNN - Mixup - Segment Averaging,42,1.5136779608473965,0.45128981825288256,1.4325137257575988,0.60703125,0.59806557138001,0.001
Multi-shape CNN - Mixup - Segment Averaging,43,1.5262111611307565,0.33105335157318744,1.4359193563461303,0.60546875,0.5910945505967313,0.0005
