model,split,accuracy,f1_macro,best_epoch,best_val_f1,param_count,trainable_param_count,training_seconds,epochs_run
Plain CNN,val,0.56171875,0.5651978623878431,63,0.5651978623878431,1174696,1174696,692.280047774,111
Plain CNN,test,0.529375,0.5340358240188687,63,0.5651978623878431,1174696,1174696,692.280047774,111
