model,epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
Moderately Regularised CNN - Segment Averaging,1,1.9497635481947913,0.2478503029118624,1.949876868724823,0.2796875,0.22899918078719425,0.001
Moderately Regularised CNN - Segment Averaging,2,1.7950352761156978,0.364031659175298,1.7694895029067994,0.39453125,0.346702026133494,0.001
Moderately Regularised CNN - Segment Averaging,3,1.733690427107715,0.4021887824897401,1.6469630002975464,0.46953125,0.43259976251394133,0.001
Moderately Regularised CNN - Segment Averaging,4,1.6937076249624896,0.4310142661715849,1.6434485554695129,0.46328125,0.4215415802277666,0.001
Moderately Regularised CNN - Segment Averaging,5,1.6613960247009976,0.44948211842876684,1.6917913913726808,0.43828125,0.39084745737538285,0.001
Moderately Regularised CNN - Segment Averaging,6,1.6452534033587278,0.45461207738909515,1.5871121048927308,0.51640625,0.4901457441999222,0.001
Moderately Regularised CNN - Segment Averaging,7,1.62230081916531,0.47239593511823336,1.6714033365249634,0.465625,0.4383241225875527,0.001
Moderately Regularised CNN - Segment Averaging,8,1.60853469050301,0.4788938831346492,1.535165274143219,0.5421875,0.5169248956673128,0.001
Moderately Regularised CNN - Segment Averaging,9,1.5871997241841551,0.4889095172952902,1.5211151123046875,0.5421875,0.5096842124889924,0.001
Moderately Regularised CNN - Segment Averaging,10,1.5697366083788877,0.49677545436779363,1.5906579852104188,0.5078125,0.4851496403212762,0.001
Moderately Regularised CNN - Segment Averaging,11,1.5591372798051548,0.5072307992964628,1.587005364894867,0.50625,0.47499272177316376,0.001
Moderately Regularised CNN - Segment Averaging,12,1.5512570325625183,0.5101133476646472,1.5066108226776123,0.55234375,0.5264063621644111,0.001
Moderately Regularised CNN - Segment Averaging,13,1.540238058285157,0.51656243892906,1.514891004562378,0.55859375,0.5415444454524507,0.001
Moderately Regularised CNN - Segment Averaging,14,1.5309986775569533,0.5189075630252101,1.5047121167182922,0.546875,0.5277076614772058,0.001
Moderately Regularised CNN - Segment Averaging,15,1.5164971019179416,0.5273597811217511,1.4973133206367493,0.5609375,0.5387563817923542,0.001
Moderately Regularised CNN - Segment Averaging,16,1.5143398203513387,0.5273109243697479,1.5098186135292053,0.5546875,0.5402316194161769,0.001
Moderately Regularised CNN - Segment Averaging,17,1.5022756819010294,0.5328317373461012,1.4876636743545533,0.56640625,0.5406570590173692,0.001
Moderately Regularised CNN - Segment Averaging,18,1.497553440097349,0.5364959937463357,1.4706063866615295,0.5671875,0.5416957055151463,0.001
Moderately Regularised CNN - Segment Averaging,19,1.4864819168182517,0.5410885284346296,1.49181227684021,0.56796875,0.5457231376830189,0.001
Moderately Regularised CNN - Segment Averaging,20,1.487136290016085,0.5454367793629079,1.4965070486068726,0.5546875,0.536219504470113,0.001
Moderately Regularised CNN - Segment Averaging,21,1.4741500799185787,0.5497850302911862,1.4567838549613952,0.5859375,0.5665708050805079,0.001
Moderately Regularised CNN - Segment Averaging,22,1.4682187971389455,0.5511041625952706,1.4429071426391602,0.59140625,0.5713586802347486,0.001
Moderately Regularised CNN - Segment Averaging,23,1.4642245776023812,0.5518370138753176,1.4918235778808593,0.56171875,0.551403338988343,0.001
Moderately Regularised CNN - Segment Averaging,24,1.4539632666779607,0.5584815321477428,1.4507737278938293,0.590625,0.5632932596352886,0.001
Moderately Regularised CNN - Segment Averaging,25,1.4518598041335005,0.5606312292358804,1.4357985734939576,0.5890625,0.5638040429112254,0.001
Moderately Regularised CNN - Segment Averaging,26,1.4399466638758893,0.5661520422122337,1.4602673530578614,0.5765625,0.5540509559230644,0.001
Moderately Regularised CNN - Segment Averaging,27,1.4382769777040032,0.5681551690443619,1.4340463399887085,0.596875,0.5763558182988432,0.001
Moderately Regularised CNN - Segment Averaging,28,1.4297085930785327,0.5735294117647058,1.4299203753471375,0.59921875,0.5880190504765649,0.001
Moderately Regularised CNN - Segment Averaging,29,1.4227957016372905,0.5749462575727966,1.4964678168296814,0.565625,0.5534419187942149,0.001
Moderately Regularised CNN - Segment Averaging,30,1.4253103538302208,0.5747019738127809,1.446284580230713,0.58984375,0.5766425969454867,0.001
Moderately Regularised CNN - Segment Averaging,31,1.4131665736267942,0.5830564784053156,1.4502522945404053,0.60234375,0.5891042694000252,0.001
Moderately Regularised CNN - Segment Averaging,32,1.4109736161700726,0.5795387922610905,1.4135328769683837,0.60078125,0.5798880064425149,0.001
Moderately Regularised CNN - Segment Averaging,33,1.4034599633987512,0.5833007621653312,1.4306029558181763,0.58984375,0.5662185665737329,0.001
Moderately Regularised CNN - Segment Averaging,34,1.4010971402059618,0.5878932968536251,1.4081374526023864,0.60625,0.5984768938390603,0.001
Moderately Regularised CNN - Segment Averaging,35,1.3955487473905144,0.5865253077975376,1.4238892197608948,0.5984375,0.5759364442628749,0.001
Moderately Regularised CNN - Segment Averaging,36,1.3882221890679323,0.5899941371897596,1.4340246081352235,0.6015625,0.5841312806180516,0.001
Moderately Regularised CNN - Segment Averaging,37,1.3814182999265923,0.594000390854016,1.4631349802017213,0.60703125,0.596821434650033,0.001
Moderately Regularised CNN - Segment Averaging,38,1.3892075831428365,0.5911666992378347,1.4401444911956787,0.59453125,0.5739066756936921,0.001
Moderately Regularised CNN - Segment Averaging,39,1.3716934823374836,0.6010357631424663,1.4462818384170533,0.59921875,0.5801596947503189,0.001
Moderately Regularised CNN - Segment Averaging,40,1.367329709670123,0.5988372093023255,1.412324035167694,0.6078125,0.5956325530197983,0.001
Moderately Regularised CNN - Segment Averaging,41,1.36026758609024,0.6073382841508697,1.435201394557953,0.615625,0.6072928541383067,0.001
Moderately Regularised CNN - Segment Averaging,42,1.3575156998396711,0.6085597029509479,1.4278885483741761,0.60703125,0.5994749420410497,0.001
Moderately Regularised CNN - Segment Averaging,43,1.3528777262138068,0.6096834082470197,1.4019372940063477,0.6171875,0.6004679998038899,0.001
Moderately Regularised CNN - Segment Averaging,44,1.3504048532775215,0.6090482704709791,1.4058465361595154,0.62890625,0.6201258277236364,0.001
Moderately Regularised CNN - Segment Averaging,45,1.3476805102902043,0.6115399648231385,1.4499248743057251,0.5796875,0.5621050728723906,0.001
Moderately Regularised CNN - Segment Averaging,46,1.3378915364140758,0.6177447723275357,1.411787223815918,0.6203125,0.6051296971510159,0.001
Moderately Regularised CNN - Segment Averaging,47,1.3340958081257164,0.6201387531756889,1.4917033910751343,0.578125,0.5637236276956015,0.001
