model,split,accuracy,f1_macro,best_epoch,best_val_f1,param_count,trainable_param_count,training_seconds,epochs_run
ImageNet ResNet18 - frozen classifier,val,0.50390625,0.5022686096549323,36,0.5022686096549323,11180616,4104,172.37592378099998,60
ImageNet ResNet18 - frozen classifier,test,0.47875,0.4786393541113705,36,0.5022686096549323,11180616,4104,172.37592378099998,60
ImageNet ResNet18 - layer4 fine-tune,val,0.55546875,0.5551737892816908,3,0.5551737892816908,11180616,8397832,134.09246771199992,35
ImageNet ResNet18 - layer4 fine-tune,test,0.558125,0.5564128265987435,3,0.5551737892816908,11180616,8397832,134.09246771199992,35
ImageNet ResNet18 - layer4 fine-tune - Segment Averaging,val,0.63671875,0.6349308099660727,14,0.6349308099660727,11180616,8397832,542.6196391179999,38
ImageNet ResNet18 - layer4 fine-tune - Segment Averaging,test,0.645,0.644418120105787,14,0.6349308099660727,11180616,8397832,542.6196391179999,38
