model,epoch,train_loss,train_acc,val_loss,val_acc,val_f1
CNN - Mel + SpecAugment,51,0.5350947222172433,0.8204025796365058,1.792572420835495,0.5734375,0.574876147727376
CNN - Mel + SpecAugment,52,0.5151453078992903,0.8286105139730311,1.7874321252107621,0.57109375,0.5683269968093735
CNN - Mel + SpecAugment,53,0.4908703408461193,0.8368184483095564,1.7306933641433715,0.578125,0.5830212839495328
CNN - Mel + SpecAugment,54,0.5084244444695492,0.8290013679890561,1.7378097385168076,0.58515625,0.587144401235105
CNN - Mel + SpecAugment,55,0.49158508221525826,0.8379910103576315,1.7483860179781914,0.5890625,0.5896659208566846
CNN - Mel + SpecAugment,56,0.4719706888785464,0.8446355286300566,1.7445103630423546,0.58359375,0.5847549038017917
CNN - Mel + SpecAugment,57,0.4705779038650672,0.8407269884698065,1.7464558437466622,0.5859375,0.5866394411472942
CNN - Mel + SpecAugment,58,0.4780339696909595,0.8411178424858315,1.73688747882843,0.5859375,0.5876697827686109
CNN - Mel + SpecAugment,59,0.47130604548707755,0.8407269884698065,1.7281393811106682,0.584375,0.5858227855189735
CNN - Mel + SpecAugment,60,0.45468291837721336,0.8483486417822943,1.7559697210788727,0.58125,0.5842299042449401
